restro_id,Sim_Restaurant
155,https://www.zomato.com/manipal/feast-on-flavours-vidyaratna-nagar
156,https://www.zomato.com/manipal/the-belgian-waffle-co-tiger-circle
156,https://www.zomato.com/manipal/dolce-desserts-tiger-circle
156,https://www.zomato.com/manipal/scoops-n-smiles-kidiyoor-udupi
156,https://www.zomato.com/manipal/dominos-pizza-kunjibettu-udupi
157,https://www.zomato.com/manipal/barista-eshwar-nagar
157,https://www.zomato.com/manipal/hotel-naivedya-kinnimulki
158,https://www.zomato.com/manipal/spicy-nights-nittur
158,https://www.zomato.com/manipal/dominos-pizza-kunjibettu-udupi
159,https://www.zomato.com/manipal/baskin-robbins-vidyaratna-nagar
159,https://www.zomato.com/manipal/fish-factory-brahmagiri
159,https://www.zomato.com/manipal/shivanna-donne-biryani-brahmagiri-udupi
159,https://www.zomato.com/manipal/kwality-walls-frozen-dessert-and-ice-cream-shop-1-kunjibettu-udupi
160,https://www.zomato.com/manipal/rolls-mania-eshwar-nagar
160,https://www.zomato.com/manipal/kamath-cafe-1-eshwar-nagar
161,https://www.zomato.com/manipal/the-chennai-express-1-eshwar-nagar
162,https://www.zomato.com/manipal/golden-spoon-restaurant-eshwar-nagar
163,https://www.zomato.com/manipal/fish-factory-brahmagiri
164,https://www.zomato.com/manipal/hotel-priyadrshini-brahmagiri
164,https://www.zomato.com/manipal/bake-studio-kinnimulki
165,https://www.zomato.com/manipal/barista-eshwar-nagar
165,https://www.zomato.com/manipal/rolls-mania-eshwar-nagar
165,https://www.zomato.com/manipal/dominos-pizza-vidyaratna-nagar
165,https://www.zomato.com/manipal/dolphin-lunch-home-maruthi-veethika
165,https://www.zomato.com/manipal/pizza-hut-eshwar-nagar
166,https://www.zomato.com/manipal/barista-eshwar-nagar
166,https://www.zomato.com/manipal/payohima-1-eshwar-nagar
166,https://www.zomato.com/manipal/hotte-thumba-pure-veg-restaurant-saralebettu
167,https://www.zomato.com/manipal/suresh-mess-vidyaratna-nagar
